lfdn;external_lfdn;tester;dispcode;lastpage;quality;duration;c_0001;v_3;Einverst_Bedingungen;v_132_alter;v_133_Geschlecht;dupl1_svo1;dupl1_svo2;dupl1_svo3;dupl1_svo4;dupl1_svo5;dupl1_svo6;svo7;svo8;svo9;svo10;svo11;svo12;svo13;svo14;svo15;svo16;svo17;svo18;svo19;svo20;svo21;svo22;svo23;svo24;v_130_Instrukt_SVO;v_131_instrukt_SVO;v_57_ase_item_1;v_59_ASE_1_A;v_60_ASE_1_B;v_136_ase_Item_2;v_137_Item_2_A;v_138_Item_2_B;v_139_ase_Item_3;v_140_item3A;v_141_item3_b;v_142_ase_item4;v_143_ase_Item4A;v_144_ase_item4B;v_145_ase_item5;v_146_ase_item5A;v_147_ase_item5B;v_148_ase_item6;v_149_ase_item6A;v_150_ase_item6B;v_151_ase_item7;v_152_ase_item7A;v_153_ase_item7B;v_154_ase_item8;v_155_ase_item8A;v_156_ase_item8B;v_157_ase_item9;v_158_ase_item9A;v_159_ase_item9B;v_160_ase_item10;v_161_ase_item10A;v_162_ase_item10B;v_163_ase_item11;v_164_ase_item11A;v_165_ase_item11B;v_166_ase_item12;v_167_ase_item12A;v_168_ase_item12B;v_169_ase_item13;v_170_ase_item13A;v_171_ase_item13B;v_172_ase_item14;v_173_ase_item14A;v_174_ase_item14B;v_175_ase_item15;v_176_ase_item15A;v_177_ase_item15B;v_178_ase_item16;v_179_ase_item16A;v_180_ase_item16B;v_181_ase_item17;v_182_ase_item17A;v_183_ase_item17B;v_184_ase_item18;v_185_ase_item18A;v_186_ase_item18B;v_187_ase_item19;v_188_ase_item19A;v_189_ase_item19B;v_190_ase_item20;v_191_ase_item20A;v_192_ase_item20B;v_193_ase_item21;v_194_ase_item21A;v_195_ase_item21B;v_196_ase_item22;v_197_ase_iteam22A;v_198_ase_item22B;v_199_ase_item23;v_200_ase_item23A;v_201_ase_item23B;v_202_ase_item24;v_203_ase_item24A;v_204_ase_item24B;v_11;v_8;device_type;participant_browser;participant_browser_version;participant_os;participant_device;participant_brand;participant_model;participant_isbot;participant_continent;participant_country;participant_region;participant_city;participant_latitude;participant_longitude;quota;quota_assignment;page_history;hflip;vflip;output_mode;javascript;flash;session_id;language;cleaned;ats;datetime;date_of_last_access;date_of_first_mail;rts3775073;rts3775076;rts3775078;rts3784671;rts3799655;rts3813907;rts3813922;rts3818110;rts3819678;rts3842819;rts3842822;rts3842825;rts3842828;rts3842830;rts3842832;rts3842833;rts3842835;rts3842837;rts3842838;rts3842840;rts3842842;rts3842857;rts3842859;rts3842861;rts3842862;rts3842864;rts3842866;rts3842870;rts3842872;rts3842874;rts3842875;rts3842877;rts3842879;rts3842880;rts3842882;rts3842884;rts3842886;rts3842888;rts3842890;rts3842891;rts3842893;rts3842895;rts3842900;rts3842902;rts3842904;rts3842905;rts3842907;rts3842909;rts3842910;rts3842912;rts3842914;rts3842915;rts3842917;rts3842919;rts3842920;rts3842922;rts3842924;rts3842925;rts3842927;rts3842929;rts3842932;rts3842934;rts3842936;rts3842937;rts3842939;rts3842941;rts3842942;rts3842944;rts3842946;rts3842947;rts3842949;rts3842951;rts3842955;rts3842957;rts3842959;rts3842966;rts3842968;rts3842970;rnd_pg_3821863_1;rnd_pg_3821863_2;rnd_pg_3821863_3;rnd_pg_3821863_4;rnd_pg_3821863_5;rnd_pg_3821863_6;rnd_pg_3821863_7;rnd_pg_3821863_8;rnd_pg_3821863_9;rnd_pg_3821863_10;rnd_pg_3821863_11;rnd_pg_3821863_12;rnd_pg_3821863_13;rnd_pg_3821863_14;rnd_pg_3821863_15;rnd_pg_3821863_16;rnd_pg_3821863_17;rnd_pg_3821863_18;rnd_pg_3821863_19;rnd_pg_3821863_20;rnd_pg_3821863_21;rnd_pg_3821863_22;rnd_pg_3821863_23;rnd_pg_3821863_24
315;0;0;31;3775080;-77;965;1;1;1;31;1;2;1;1;1;1;2;2;1;1;2;1;2;1;2;2;2;1;2;1;2;2;2;1;2;2;1;3;-77;3;3;-77;3;3;-77;3;2;-77;2;2;-77;2;3;-77;3;3;-77;3;2;-77;2;4;4;-77;2;-77;2;2;-77;2;4;4;-77;4;4;-77;2;-77;2;2;-77;2;1;1;-77;2;-77;2;2;-77;2;2;-77;1;4;4;-77;3;-77;3;2;-77;2;2;-77;2;2;-77;2;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842915,3842916,3842917,3842918,3842905,3842906,3842908,3842909,3842955,3842956,3842958,3842959,3842875,3842876,3842877,3842878,3842870,3842871,3842873,3842874,3842966,3842967,3842969,3842970,3842857,3842858,3842860,3842861,3842932,3842933,3842935,3842936,3842942,3842943,3842945,3842946,3842819,3842821,3842824,3842825,3842937,3842938,3842939,3842940,3842947,3842948,3842950,3842951,3842886,3842887,3842889,3842890,3842838,3842839,3842841,3842842,3842910,3842911,3842913,3842914,3842833,3842834,3842836,3842837,3842828,3842829,3842831,3842832,3842925,3842926,3842928,3842929,3842920,3842921,3842923,3842924,3842900,3842901,3842902,3842903,3842880,3842881,3842883,3842884,3799655,3813906,3813921,3813922,3842862,3842863,3842865,3842866,3842891,3842892,3842893,3842894,3775078,3775080;1;0;0;-77;-77;ab5a9e536fb3eb168ff6db6d956e8fdf;1;0;1575293765;02.12.2019 13:36;02.12.2019 13:52;0000-00-00 00:00:00;16;0;965;302;914;0;920;480;29;699;0;706;836;0;844;817;0;824;784;0;791;630;0;639;930;0;935;602;0;607;582;589;0;898;0;903;752;0;764;946;952;0;879;887;0;522;0;551;799;0;805;497;509;0;866;0;871;851;0;858;653;0;673;717;728;0;682;0;689;739;0;745;563;0;569;616;0;622;3842915;3842905;3842955;3842875;3842870;3842966;3842857;3842932;3842942;3842819;3842937;3842947;3842886;3842838;3842910;3842833;3842828;3842925;3842920;3842900;3842880;3799655;3842862;3842891
317;0;0;31;3775080;-77;804;1;1;1;19;1;2;1;1;2;2;2;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;2;2;1;4;4;-77;3;-77;4;2;-77;2;3;-77;3;2;-77;1;2;-77;2;3;-77;4;4;4;-77;4;4;-77;4;4;-77;3;-77;4;3;-77;3;3;-77;4;3;-77;4;1;1;-77;2;-77;1;3;-77;3;3;-77;4;1;1;-77;2;-77;2;2;-77;1;2;-77;1;2;-77;2;1;1;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3819678,3819678,3784671,3784671,3784671,3818110,3821863,3842955,3842956,3842958,3842959,3842942,3842943,3842945,3842946,3842946,3842915,3842916,3842918,3842919,3842900,3842900,3842900,3842901,3842903,3842904,3842905,3842906,3842908,3842909,3842932,3842933,3842934,3842935,3842910,3842911,3842912,3842913,3842947,3842948,3842950,3842951,3799655,3813906,3813907,3813921,3842862,3842863,3842865,3842866,3842828,3842829,3842831,3842832,3842920,3842921,3842923,3842924,3842833,3842834,3842836,3842837,3842857,3842858,3842860,3842861,3842870,3842871,3842872,3842873,3842937,3842938,3842940,3842941,3842966,3842967,3842968,3842969,3842891,3842892,3842894,3842895,3842925,3842926,3842928,3842929,3842886,3842887,3842889,3842890,3842838,3842839,3842841,3842842,3842875,3842875,3842875,3842876,3842877,3842878,3842819,3842821,3842824,3842825,3842880,3842881,3842882,3842883,3775078,3775080;0;0;0;-77;-77;a8bd366d6e5ffa7c2b457cfbab8c12f5;1;0;1575299954;02.12.2019 15:19;02.12.2019 15:32;0000-00-00 00:00:00;10;0;804;288;609;611;0;438;19;777;0;783;625;0;640;661;0;668;754;0;759;671;0;675;618;0;620;679;683;0;769;773;0;788;790;0;743;0;747;720;0;724;525;0;535;543;0;546;573;585;0;501;0;511;644;0;658;735;0;737;549;562;0;694;0;700;475;0;483;589;0;599;451;0;463;706;709;0;3842955;3842942;3842915;3842900;3842905;3842932;3842910;3842947;3799655;3842862;3842828;3842920;3842833;3842857;3842870;3842937;3842966;3842891;3842925;3842886;3842838;3842875;3842819;3842880
318;0;0;31;3775080;-77;448;1;1;1;26;2;2;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;2;2;3;-77;3;3;-77;3;2;-77;2;3;-77;3;2;-77;2;3;-77;3;2;-77;1;3;-77;4;3;-77;3;2;-77;2;2;-77;2;1;1;-77;4;4;-77;2;-77;1;2;-77;2;3;-77;4;2;-77;2;3;-77;3;4;3;-77;1;1;-77;2;-77;2;2;-77;2;2;-77;2;3;-77;4;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842886,3842887,3842889,3842890,3842910,3842911,3842913,3842914,3842942,3842943,3842945,3842946,3842925,3842926,3842928,3842929,3842937,3842938,3842939,3842940,3842891,3842891,3842891,3842892,3842893,3842894,3842862,3842863,3842865,3842866,3842947,3842948,3842950,3842951,3842857,3842858,3842860,3842861,3842838,3842839,3842841,3842842,3842880,3842881,3842883,3842884,3842932,3842933,3842934,3842935,3842900,3842901,3842902,3842903,3842828,3842829,3842831,3842832,3842819,3842821,3842824,3842825,3842905,3842906,3842908,3842909,3842966,3842967,3842969,3842970,3799655,3813906,3813921,3813922,3842875,3842876,3842878,3842879,3842920,3842921,3842923,3842924,3842833,3842834,3842836,3842837,3842837,3842955,3842956,3842958,3842959,3842915,3842916,3842918,3842919,3842870,3842871,3842873,3842874,3775078,3775080;0;1;0;-77;-77;491fd4b374b0ba85286dca1ee0931804;1;0;1575300377;02.12.2019 15:26;02.12.2019 15:33;0000-00-00 00:00:00;7;0;448;126;402;0;404;258;20;376;0;379;372;0;374;419;0;421;347;0;350;341;0;344;325;0;328;441;0;444;407;0;410;355;0;359;274;0;281;318;322;0;367;369;0;383;0;388;286;0;290;435;0;438;412;0;417;300;0;303;361;363;0;306;309;0;293;0;296;333;0;336;424;0;431;391;0;398;3842886;3842910;3842942;3842925;3842937;3842891;3842862;3842947;3842857;3842838;3842880;3842932;3842900;3842828;3842819;3842905;3842966;3799655;3842875;3842920;3842833;3842955;3842915;3842870
319;0;0;31;3775080;-77;576;1;1;1;38;1;2;2;1;2;1;2;2;2;2;1;2;2;1;2;2;2;1;1;1;2;1;2;1;2;1;1;1;2;-77;4;4;-77;1;1;-77;2;-77;1;3;-77;4;1;2;-77;1;1;-77;2;-77;2;1;2;-77;4;3;-77;3;-77;3;4;3;-77;3;-77;4;3;-77;3;1;1;-77;1;1;-77;1;1;-77;1;1;-77;1;1;-77;2;-77;1;4;4;-77;4;4;-77;1;1;-77;4;4;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3819678,3819678,3784671,3818110,3821863,3842828,3842829,3842830,3842831,3842947,3842948,3842949,3842950,3842937,3842938,3842940,3842941,3842925,3842926,3842927,3842928,3842838,3842839,3842841,3842842,3842870,3842871,3842873,3842874,3842857,3842858,3842859,3842860,3842910,3842911,3842912,3842913,3842920,3842921,3842922,3842923,3842880,3842881,3842882,3842883,3842886,3842887,3842889,3842890,3842942,3842943,3842944,3842945,3842833,3842834,3842836,3842837,3799655,3813906,3813907,3813921,3842915,3842916,3842917,3842918,3842862,3842863,3842864,3842865,3842891,3842892,3842893,3842894,3842875,3842876,3842877,3842878,3842932,3842933,3842934,3842935,3842900,3842901,3842903,3842904,3842955,3842956,3842957,3842958,3842819,3842821,3842822,3842824,3842905,3842906,3842908,3842909,3842966,3842967,3842968,3842969,3775078,3775080;0;0;0;-77;-77;c97527dc9ea7aaf32d940f56fdc31069;1;0;1575304803;02.12.2019 16:40;02.12.2019 16:49;0000-00-00 00:00:00;19;0;576;251;473;477;0;318;30;546;550;0;327;337;0;462;0;465;379;0;386;403;409;0;493;496;0;394;0;398;509;515;0;435;439;0;447;0;451;501;505;0;528;0;533;554;0;559;417;419;0;485;488;0;425;430;0;367;372;0;521;523;0;355;0;360;455;458;0;342;350;0;536;540;0;564;571;0;3842828;3842947;3842937;3842925;3842838;3842870;3842857;3842910;3842920;3842880;3842886;3842942;3842833;3799655;3842915;3842862;3842891;3842875;3842932;3842900;3842955;3842819;3842905;3842966
320;0;0;31;3775080;-77;936;1;1;1;50;1;2;1;1;2;1;2;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;2;2;2;1;1;-77;4;4;-77;4;4;-77;4;4;-77;1;1;-77;1;1;-77;3;-77;4;4;3;-77;4;4;-77;1;1;-77;3;-77;3;3;-77;3;1;1;-77;2;-77;1;1;2;-77;3;-77;4;3;-77;3;4;3;-77;2;-77;1;4;4;-77;4;4;-77;2;-77;1;3;-77;3;1;2;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842886,3842887,3842889,3842890,3842937,3842938,3842939,3842940,3842875,3842876,3842877,3842878,3842947,3842948,3842950,3842951,3842819,3842821,3842822,3842824,3842905,3842906,3842908,3842909,3842932,3842933,3842935,3842936,3842880,3842881,3842882,3842883,3842910,3842911,3842912,3842913,3842857,3842858,3842859,3842860,3799655,3813906,3813907,3813921,3842838,3842839,3842840,3842840,3842840,3842841,3842920,3842921,3842923,3842924,3842955,3842956,3842958,3842959,3842942,3842943,3842944,3842945,3842900,3842901,3842902,3842903,3842915,3842916,3842918,3842919,3842833,3842834,3842835,3842836,3842966,3842967,3842968,3842969,3842925,3842926,3842927,3842928,3842828,3842829,3842830,3842831,3842862,3842863,3842865,3842866,3842870,3842871,3842872,3842873,3842891,3842892,3842894,3842895,3775078,3775080;0;0;0;-77;-77;f17efb5b66c8752dd1083efd3a85c1aa;1;0;1575306072;02.12.2019 17:01;02.12.2019 17:16;0000-00-00 00:00:00;29;0;936;395;751;756;0;568;40;662;675;0;893;898;0;849;854;0;765;781;0;740;745;0;902;0;907;912;915;0;634;639;0;712;717;0;580;0;597;920;0;929;825;827;0;680;0;689;725;729;0;835;0;839;789;0;792;884;888;0;701;0;707;611;618;0;816;820;0;647;0;653;801;0;810;872;876;0;3842886;3842937;3842875;3842947;3842819;3842905;3842932;3842880;3842910;3842857;3799655;3842838;3842920;3842955;3842942;3842900;3842915;3842833;3842966;3842925;3842828;3842862;3842870;3842891
321;0;0;31;3775080;-77;558;2;1;1;35;1;2;2;1;2;1;2;1;1;1;1;1;2;1;1;2;2;1;2;1;2;1;2;2;2;1;2;4;3;-77;4;3;-77;1;2;-77;4;4;-77;1;1;-77;4;4;-77;4;3;-77;4;3;-77;4;4;-77;1;1;-77;2;-77;1;1;1;-77;1;1;-77;4;3;-77;2;-77;1;1;2;-77;2;-77;2;3;-77;4;4;3;-77;1;1;-77;2;-77;1;2;-77;1;2;-77;2;1;1;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842870,3842871,3842872,3842873,3842875,3842876,3842877,3842878,3842891,3842892,3842893,3842894,3842937,3842938,3842939,3842940,3842932,3842933,3842934,3842935,3842862,3842863,3842864,3842864,3842865,3842828,3842829,3842830,3842831,3842857,3842858,3842859,3842860,3842819,3842821,3842822,3842824,3842910,3842911,3842913,3842914,3842905,3842906,3842907,3842908,3842833,3842834,3842835,3842836,3842966,3842967,3842968,3842969,3842886,3842887,3842889,3842890,3842890,3842890,3842838,3842839,3842840,3842841,3842947,3842948,3842950,3842951,3842942,3842943,3842945,3842946,3842900,3842901,3842902,3842903,3799655,3813906,3813907,3813921,3842920,3842921,3842923,3842924,3842955,3842956,3842958,3842959,3842915,3842916,3842917,3842918,3842925,3842926,3842928,3842929,3842880,3842881,3842882,3842883,3775078,3775080;0;1;0;-77;-77;e06e77ef6c2e13cee7ad759f3d40e6c9;1;0;1575308535;02.12.2019 17:42;02.12.2019 17:51;0000-00-00 00:00:00;8;0;558;173;499;505;0;275;17;384;390;0;352;356;0;419;423;0;463;467;0;367;376;0;342;347;0;288;294;0;300;305;0;547;553;0;441;0;457;312;316;0;491;494;0;408;412;0;395;0;403;528;532;0;510;0;514;536;0;543;331;336;0;321;326;0;480;0;484;472;0;475;518;0;522;429;436;0;3842870;3842875;3842891;3842937;3842932;3842862;3842828;3842857;3842819;3842910;3842905;3842833;3842966;3842886;3842838;3842947;3842942;3842900;3799655;3842920;3842955;3842915;3842925;3842880
322;0;0;31;3775080;-77;894;2;1;1;20;1;2;2;1;1;1;2;2;1;1;1;1;1;1;2;1;2;1;2;1;2;1;2;1;1;1;1;1;1;-77;1;2;-77;4;4;-77;3;-77;3;1;1;-77;2;-77;2;1;1;-77;3;-77;4;4;4;-77;1;2;-77;1;1;-77;4;4;-77;1;1;-77;3;-77;4;4;3;-77;4;3;-77;3;-77;4;2;-77;2;3;-77;3;2;-77;2;3;-77;3;4;4;-77;1;1;-77;1;1;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3784671,3784671,3818110,3821863,3842915,3842916,3842917,3842918,3842920,3842921,3842923,3842924,3842880,3842881,3842882,3842883,3842886,3842887,3842888,3842889,3842910,3842911,3842912,3842913,3842955,3842956,3842957,3842958,3842819,3842821,3842822,3842824,3842905,3842906,3842908,3842909,3842838,3842839,3842840,3842841,3842828,3842829,3842830,3842831,3842875,3842876,3842877,3842878,3842937,3842938,3842940,3842941,3842870,3842871,3842873,3842874,3842874,3842874,3842900,3842901,3842902,3842903,3842932,3842933,3842935,3842936,3842833,3842834,3842836,3842837,3842857,3842858,3842860,3842861,3799655,3813906,3813907,3813907,3813907,3813921,3842966,3842967,3842968,3842969,3842947,3842948,3842949,3842950,3842891,3842892,3842893,3842894,3842942,3842943,3842945,3842946,3842925,3842926,3842928,3842929,3842862,3842863,3842864,3842865,3775078,3775080;1;0;0;-77;-77;1de40090f21fdf5810500dc9190a0225;1;0;1575313167;02.12.2019 18:59;02.12.2019 19:14;0000-00-00 00:00:00;13;0;894;479;818;826;0;528;27;715;717;0;736;742;0;803;0;807;727;732;0;810;0;814;884;887;0;765;0;774;749;755;0;625;631;0;636;646;0;850;853;0;777;781;0;721;0;724;686;698;0;535;544;0;608;0;618;877;0;880;793;0;796;758;0;762;870;0;874;837;840;0;705;711;0;831;834;0;3842915;3842920;3842880;3842886;3842910;3842955;3842819;3842905;3842838;3842828;3842875;3842937;3842870;3842900;3842932;3842833;3842857;3799655;3842966;3842947;3842891;3842942;3842925;3842862
323;0;0;31;3775080;-77;1076;1;1;1;22;1;2;1;1;2;1;2;2;1;1;1;1;1;1;1;2;2;1;2;1;2;2;2;2;2;2;1;4;4;-77;2;-77;2;2;-77;1;3;-77;4;3;-77;3;2;-77;2;1;2;-77;1;2;-77;2;-77;1;3;-77;3;2;-77;1;2;-77;2;4;4;-77;1;1;-77;4;4;-77;1;1;-77;2;-77;2;2;-77;2;1;1;-77;4;4;-77;2;-77;2;2;-77;1;2;-77;2;2;-77;2;2;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842920,3842921,3842923,3842924,3842819,3842821,3842824,3842825,3842900,3842901,3842902,3842903,3842915,3842916,3842917,3842918,3842857,3842858,3842860,3842861,3842838,3842839,3842841,3842842,3842932,3842933,3842934,3842935,3842942,3842943,3842945,3842946,3842905,3842906,3842907,3842908,3842937,3842938,3842939,3842940,3842880,3842881,3842883,3842884,3842886,3842887,3842889,3842890,3842966,3842967,3842969,3842970,3842910,3842911,3842912,3842913,3842925,3842926,3842928,3842929,3842862,3842863,3842864,3842865,3842875,3842876,3842878,3842879,3842828,3842829,3842831,3842832,3842891,3842892,3842894,3842895,3842947,3842948,3842950,3842951,3842955,3842956,3842958,3842959,3842833,3842834,3842836,3842837,3842870,3842871,3842872,3842873,3799655,3813906,3813907,3813921,3775078,3775080;0;1;0;-77;-77;c3cc70e652eac23378ca22b34a9160ee;1;0;1575314526;02.12.2019 19:22;02.12.2019 19:40;0000-00-00 00:00:00;6;0;1076;460;1067;1068;0;647;11;677;0;682;1040;0;1042;1058;0;1060;763;0;776;742;0;746;1032;1034;0;1062;1065;0;1036;0;1038;892;0;900;919;0;924;1044;0;1046;689;694;0;870;876;0;979;991;0;712;720;0;654;0;670;1007;0;1026;845;849;0;881;886;0;854;0;859;1049;0;1052;1054;0;1056;931;0;944;3842920;3842819;3842900;3842915;3842857;3842838;3842932;3842942;3842905;3842937;3842880;3842886;3842966;3842910;3842925;3842862;3842875;3842828;3842891;3842947;3842955;3842833;3842870;3799655
324;0;0;31;3775080;-77;789;2;1;1;25;3;2;2;1;1;1;2;2;1;1;1;1;1;1;2;2;2;1;2;1;2;1;2;1;2;1;1;3;-77;3;1;1;-77;2;-77;1;4;4;-77;2;-77;2;4;4;-77;1;2;-77;3;-77;4;1;1;-77;1;1;-77;4;3;-77;3;-77;3;2;-77;1;1;1;-77;1;1;-77;2;-77;1;4;4;-77;1;1;-77;2;-77;1;2;-77;2;4;4;-77;4;4;-77;4;3;-77;4;4;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842875,3842876,3842877,3842878,3842937,3842938,3842940,3842941,3842833,3842834,3842835,3842836,3842862,3842863,3842864,3842865,3842915,3842916,3842918,3842919,3842966,3842967,3842968,3842969,3842880,3842881,3842882,3842883,3842905,3842906,3842907,3842908,3842932,3842933,3842935,3842936,3842947,3842948,3842949,3842950,3799655,3813906,3813921,3813922,3842891,3842892,3842894,3842895,3842886,3842887,3842888,3842889,3842910,3842911,3842912,3842913,3842828,3842829,3842831,3842832,3842925,3842926,3842927,3842928,3842942,3842943,3842944,3842944,3842944,3842945,3842920,3842921,3842922,3842923,3842900,3842901,3842903,3842904,3842955,3842956,3842957,3842958,3842870,3842871,3842873,3842874,3842838,3842839,3842841,3842842,3842857,3842858,3842859,3842860,3842819,3842821,3842822,3842824,3775078,3775080;1;0;0;-77;-77;0fa02a4d920dc9c31b09360f750ff392;1;0;1575326374;02.12.2019 22:39;02.12.2019 22:52;0000-00-00 00:00:00;7;0;789;260;580;0;587;367;14;777;784;0;633;0;643;428;431;0;757;0;763;769;772;0;439;455;0;743;0;751;380;389;0;513;520;0;608;614;0;596;0;603;705;0;712;528;538;0;619;629;0;474;0;485;688;698;0;650;658;0;551;0;555;400;0;413;666;682;0;563;574;0;721;727;0;493;503;0;3842875;3842937;3842833;3842862;3842915;3842966;3842880;3842905;3842932;3842947;3799655;3842891;3842886;3842910;3842828;3842925;3842942;3842920;3842900;3842955;3842870;3842838;3842857;3842819
326;0;0;31;3775080;-77;1385;2;1;1;21;1;2;1;1;2;2;2;2;1;1;1;1;2;1;1;2;2;1;2;1;2;1;2;2;2;1;1;1;1;-77;2;-77;2;4;4;-77;4;4;-77;4;4;-77;1;1;-77;1;1;-77;4;4;-77;1;1;-77;2;-77;2;4;4;-77;1;1;-77;2;-77;2;2;-77;2;2;-77;2;1;1;-77;1;1;-77;2;-77;2;1;1;-77;4;4;-77;2;-77;2;2;-77;2;4;4;-77;3;-77;3;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842910,3842911,3842913,3842914,3842862,3842863,3842864,3842865,3842900,3842901,3842903,3842904,3842886,3842887,3842888,3842889,3842905,3842906,3842908,3842909,3842915,3842916,3842917,3842918,3842966,3842967,3842969,3842970,3799655,3813906,3813907,3813921,3842833,3842834,3842835,3842836,3842819,3842821,3842824,3842825,3842932,3842933,3842934,3842935,3842942,3842943,3842945,3842946,3842828,3842829,3842830,3842831,3842947,3842948,3842950,3842951,3842937,3842938,3842939,3842940,3842925,3842926,3842928,3842929,3842891,3842892,3842893,3842893,3842894,3842838,3842839,3842840,3842841,3842875,3842876,3842877,3842878,3842857,3842858,3842859,3842860,3842870,3842871,3842872,3842872,3842872,3842873,3842920,3842920,3842920,3842921,3842922,3842923,3842955,3842956,3842957,3842958,3842880,3842881,3842883,3842884,3775078,3775080;1;1;0;-77;-77;2f4065f18c3b8a5ed050f18c329a3569;1;0;1575363593;03.12.2019 08:59;03.12.2019 09:22;0000-00-00 00:00:00;26;0;1385;667;1043;1047;0;839;34;1085;0;1089;1138;1143;0;1065;1075;0;1232;1236;0;1259;1264;0;881;889;0;1274;1286;0;1243;1247;0;1353;0;1363;938;943;0;1219;1223;0;907;0;911;971;0;976;856;0;869;990;995;0;1305;1320;0;1203;0;1210;1099;1103;0;1169;1173;0;1114;0;1123;1155;0;1159;1328;1340;0;1015;0;1028;3842910;3842862;3842900;3842886;3842905;3842915;3842966;3799655;3842833;3842819;3842932;3842942;3842828;3842947;3842937;3842925;3842891;3842838;3842875;3842857;3842870;3842920;3842955;3842880
328;0;0;31;3775080;-77;433;1;1;1;27;1;2;1;1;2;1;2;2;1;1;1;1;1;2;1;2;2;1;2;1;2;2;2;2;1;2;1;1;1;-77;1;1;-77;3;-77;3;3;-77;3;3;-77;3;4;4;-77;1;1;-77;4;4;-77;3;-77;3;2;-77;2;1;2;-77;1;1;-77;1;1;-77;1;1;-77;4;3;-77;1;1;-77;1;1;-77;2;-77;2;4;4;-77;4;4;-77;3;-77;3;3;-77;3;2;-77;2;1;1;-77;1;1;0;0;-99;0;0;0;0;0;0;0;-99;-99;-66;-66;0;-66;3775073,3775075,3819678,3784671,3818110,3821863,3842819,3842821,3842822,3842824,3842942,3842943,3842945,3842946,3842900,3842901,3842902,3842903,3842857,3842858,3842859,3842860,3842886,3842887,3842888,3842889,3842925,3842926,3842928,3842929,3842955,3842956,3842958,3842959,3842966,3842967,3842968,3842969,3842891,3842892,3842893,3842894,3842932,3842933,3842934,3842935,3842905,3842906,3842907,3842908,3842880,3842881,3842883,3842884,3842947,3842948,3842950,3842951,3842920,3842921,3842922,3842923,3842862,3842863,3842864,3842865,3842937,3842938,3842939,3842940,3842828,3842829,3842831,3842832,3799655,3813906,3813907,3813921,3842838,3842839,3842841,3842842,3842910,3842911,3842912,3842913,3842915,3842916,3842917,3842918,3842870,3842871,3842872,3842873,3842875,3842876,3842878,3842879,3842833,3842834,3842836,3842837,3775078,3775080;1;1;0;-77;-77;b3c8002f94ce6a203b247537a96e60ef;1;0;1575383236;03.12.2019 14:27;03.12.2019 14:34;0000-00-00 00:00:00;8;0;433;145;376;379;0;208;16;215;222;0;369;0;372;424;0;428;383;0;385;244;247;0;345;352;0;410;413;0;417;0;420;320;0;323;254;259;0;293;297;0;234;239;0;312;316;0;389;393;0;397;401;0;336;340;0;263;0;269;302;307;0;356;359;0;226;0;230;328;0;332;274;0;277;282;288;0;3842819;3842942;3842900;3842857;3842886;3842925;3842955;3842966;3842891;3842932;3842905;3842880;3842947;3842920;3842862;3842937;3842828;3799655;3842838;3842910;3842915;3842870;3842875;3842833
