"","StartDate","EndDate","Status","Progress","Duration (in seconds)","Finished","RecordedDate","ResponseId","DistributionChannel","UserLanguage","Datenschutz","SVO_demo_choice","1_SVO_choice","1_SVO_time_First Click","1_SVO_time_Last Click","1_SVO_time_Page Submit","1_SVO_time_Click Count","2_SVO_choice","2_SVO_time_First Click","2_SVO_time_Last Click","2_SVO_time_Page Submit","2_SVO_time_Click Count","3_SVO_choice","3_SVO_time_First Click","3_SVO_time_Last Click","3_SVO_time_Page Submit","3_SVO_time_Click Count","4_SVO_choice","4_SVO_time_First Click","4_SVO_time_Last Click","4_SVO_time_Page Submit","4_SVO_time_Click Count","5_SVO_choice","5_SVO_time_First Click","5_SVO_time_Last Click","5_SVO_time_Page Submit","5_SVO_time_Click Count","6_SVO_choice","6_SVO_time_First Click","6_SVO_time_Last Click","6_SVO_time_Page Submit","6_SVO_time_Click Count","7_SVO_choice","7_SVO_time_First Click","7_SVO_time_Last Click","7_SVO_time_Page Submit","7_SVO_time_Click Count","8_SVO_choice","8_SVO_time_First Click","8_SVO_time_Last Click","8_SVO_time_Page Submit","8_SVO_time_Click Count","9_SVO_choice","9_SVO_time_First Click","9_SVO_time_Last Click","9_SVO_time_Page Submit","9_SVO_time_Click Count","10_SVO_choice","10_SVO_time_First Click","10_SVO_time_Last Click","10_SVO_time_Page Submit","10_SVO_time_Click Count","11_SVO_choice","11_SVO_time_First Click","11_SVO_time_Last Click","11_SVO_time_Page Submit","11_SVO_time_Click Count","12_SVO_choice","12_SVO_time_First Click","12_SVO_time_Last Click","12_SVO_time_Page Submit","12_SVO_time_Click Count","13_SVO_choice","13_SVO_time_First Click","13_SVO_time_Last Click","13_SVO_time_Page Submit","13_SVO_time_Click Count","14_SVO_choice","14_SVO_time_First Click","14_SVO_time_Last Click","14_SVO_time_Page Submit","14_SVO_time_Click Count","15_SVO_choice","15_SVO_time_First Click","15_SVO_time_Last Click","15_SVO_time_Page Submit","15_SVO_time_Click Count","16_SVO_choice","16_SVO_time_First Click","16_SVO_time_Last Click","16_SVO_time_Page Submit","16_SVO_time_Click Count","17_SVO_choice","17_SVO_time_First Click","17_SVO_time_Last Click","17_SVO_time_Page Submit","17_SVO_time_Click Count","18_SVO_choice","18_SVO_time_First Click","18_SVO_time_Last Click","18_SVO_time_Page Submit","18_SVO_time_Click Count","19_SVO_choice","19_SVO_time_First Click","19_SVO_time_Last Click","19_SVO_time_Page Submit","19_SVO_time_Click Count","20_SVO_choice","20_SVO_time_First Click","20_SVO_time_Last Click","20_SVO_time_Page Submit","20_SVO_time_Click Count","21_SVO_choice","21_SVO_time_First Click","21_SVO_time_Last Click","21_SVO_time_Page Submit","21_SVO_time_Click Count","22_SVO_choice","22_SVO_time_First Click","22_SVO_time_Last Click","22_SVO_time_Page Submit","22_SVO_time_Click Count","23_SVO_choice","23_SVO_time_First Click","23_SVO_time_Last Click","23_SVO_time_Page Submit","23_SVO_time_Click Count","24_SVO_choice","24_SVO_time_First Click","24_SVO_time_Last Click","24_SVO_time_Page Submit","24_SVO_time_Click Count","Sex","Age","Pres_Orig","Loop_count","Pres_Orig_1","Pres_Orig_2","Pres_Orig_3","Pres_Orig_4","Pres_Orig_5","Pres_Orig_6","Pres_Orig_7","Pres_Orig_8","Pres_Orig_9","Pres_Orig_10","Pres_Orig_11","Pres_Orig_12","Pres_Orig_13","Pres_Orig_14","Pres_Orig_15","Pres_Orig_16","Pres_Orig_17","Pres_Orig_18","Pres_Orig_19","Pres_Orig_20","Pres_Orig_21","Pres_Orig_22","Pres_Orig_23","Pres_Orig_24","Trial_1","Trial_2","Trial_3","Trial_4","Trial_5","Trial_6","Trial_7","Trial_8","Trial_9","Trial_10","Trial_11","Trial_12","Trial_13","Trial_14","Trial_15","Trial_16","Trial_17","Trial_18","Trial_19","Trial_20","Trial_21","Trial_22","Trial_23","Trial_24","DeviceIdentifier"
"31","2021-07-16 15:41:44","2021-07-16 15:50:44","IP Address","100","539","True","2021-07-16 15:50:44","R_2e2uNKWcNu7BLJY","anonymous","DE","Ich stimme zu","Linke Option","Rechte Option","2.106","2.106","2.831","1","Linke Option","2.53","2.53","5.971","1","Rechte Option","2.695","2.695","3.613","1","Linke Option","14.567","14.567","15.754","1","Rechte Option","3.11","3.11","3.912","1","Linke Option","2.151","2.151","3.046","1","Linke Option","3.043","3.043","4.285","1","Linke Option","2.521","2.521","3.649","1","Linke Option","2.3","2.3","3.258","1","Linke Option","2.221","2.221","3.507","1","Rechte Option","3.455","3.455","4.364","1","Linke Option","2.81","2.81","4.076","1","Rechte Option","2.945","2.945","4.421","1","Rechte Option","3.149","3.149","4.028","1","Linke Option","10.824","10.824","13.278","1","Linke Option","3.041","3.041","4.645","1","Linke Option","2.356","2.356","3.945","1","Linke Option","7.901","7.901","9.333","1","Linke Option","4.426","4.426","5.854","1","Linke Option","3.582","3.582","4.793","1","Linke Option","6.23","6.23","7.631","1","Rechte Option","2.815","2.815","3.552","1","Linke Option","2.946","2.946","4.237","1","Linke Option","3.645","3.645","4.824","1","weiblich","57","0","24","0","0","0","0","1","0","1","0","1","0","0","0","1","1","1","0","1","0","0","1","1","1","1","0","23","15","6","2","16","18","8","22","17","20","24","14","5","10","1","4","13","12","9","11","3","21","19","7","NA"
"32","2021-07-16 15:46:53","2021-07-16 15:51:34","IP Address","100","280","True","2021-07-16 15:51:35","R_10YLHmuUJP6v9og","anonymous","DE","Ich stimme zu","Rechte Option","Rechte Option","2.573","2.573","4.727","1","Linke Option","3.365","3.365","4.779","1","Rechte Option","3.966","3.966","4.912","1","Linke Option","5.999","5.999","7.238","1","Linke Option","10.68","10.68","11.841","1","Rechte Option","2.01","3.307","3.689","2","Rechte Option","3.16","3.16","4.075","1","Linke Option","1.843","1.843","2.966","1","Rechte Option","2.091","2.091","3.051","1","Rechte Option","2.572","2.572","3.662","1","Linke Option","2.544","2.544","4.231","1","Linke Option","1.899","1.899","2.824","1","Linke Option","2.42","2.42","3.301","1","Rechte Option","1.96","1.96","2.969","1","Rechte Option","2.576","3.563","4.438","2","Rechte Option","4.47","4.47","5.615","1","Linke Option","2.009","2.009","3.008","1","Linke Option","3.04","3.04","4.844","1","Rechte Option","1.874","1.874","3.194","1","Linke Option","2.867","2.867","4.516","1","Rechte Option","1.87","1.87","3.016","1","Linke Option","3.908","6.085","7.13","2","Rechte Option","2.595","2.595","3.4","1","Rechte Option","2.499","2.499","3.289","1","weiblich","23","0","24","1","0","1","1","1","1","0","1","0","0","1","0","1","0","1","1","1","0","1","1","0","0","0","0","8","6","24","2","1","15","17","19","18","21","4","16","9","10","11","3","20","22","12","7","5","23","13","14","NA"
"33","2021-07-16 15:52:59","2021-07-16 15:56:32","IP Address","100","212","True","2021-07-16 15:56:32","R_1l5BQx5CzCnpkqV","anonymous","DE","Ich stimme zu","Linke Option","Linke Option","1.509","1.509","2.216","1","Linke Option","1.352","1.352","2.1","1","Rechte Option","3.016","3.016","3.747","1","Linke Option","2.095","2.095","2.956","1","Rechte Option","3.367","3.367","4.163","1","Linke Option","3.92","3.92","5.045","1","Rechte Option","1.383","1.383","1.956","1","Linke Option","6.72","6.72","7.854","1","Linke Option","1.732","1.732","2.632","1","Rechte Option","2.047","2.047","3.243","1","Linke Option","2.848","2.848","3.837","1","Linke Option","3.358","3.358","4.385","1","Linke Option","2.321","2.321","3.014","1","Linke Option","1.616","1.616","2.37","1","Rechte Option","1.762","1.762","2.39","1","Rechte Option","2.075","2.075","2.81","1","Rechte Option","1.743","1.743","2.474","1","Linke Option","1.391","2.159","2.885","2","Linke Option","1.553","1.553","2.269","1","Rechte Option","4.045","4.045","5.321","1","Linke Option","3.232","3.232","3.94","1","Rechte Option","3.5","3.5","4.477","1","Linke Option","2.707","2.707","4.009","1","Linke Option","3.676","3.676","4.472","1","männlich","40","1","24","1","0","0","1","0","0","1","1","0","0","1","1","1","0","0","1","1","1","0","0","0","1","1","1","20","24","2","15","9","6","23","1","17","21","12","7","10","13","22","16","19","14","18","8","3","4","5","11","NA"
"34","2021-07-16 15:53:14","2021-07-16 15:58:10","IP Address","100","295","True","2021-07-16 15:58:11","R_3fPEqoj6zRxVK2Q","anonymous","DE","Ich stimme zu","Rechte Option","Linke Option","4.279","4.279","5.855","1","Linke Option","3.101","3.101","4.294","1","Linke Option","4.934","4.934","6.418","1","Linke Option","3.501","3.501","4.584","1","Rechte Option","3.081","3.081","4.091","1","Rechte Option","2.801","2.801","4.032","1","Rechte Option","3.388","3.388","4.249","1","Linke Option","6.895","6.895","8.066","1","Rechte Option","4.389","4.389","5.857","1","Rechte Option","6.365","6.365","7.297","1","Linke Option","2.384","2.384","4.001","1","Rechte Option","1.925","2.957","4.072","2","Rechte Option","4.902","4.902","6.106","1","Linke Option","6.739","6.739","8.309","1","Rechte Option","3.877","3.877","5.266","1","Rechte Option","4.6","4.6","5.555","1","Rechte Option","3.753","3.753","4.722","1","Linke Option","3.025","3.025","4.469","1","Rechte Option","4.627","4.627","6.004","1","Linke Option","6.784","6.784","7.83","1","Rechte Option","3.483","3.483","4.383","1","Linke Option","3.897","3.897","5.491","1","Linke Option","3.366","3.366","4.75","1","Linke Option","3.736","3.736","4.757","1","weiblich","20","0","24","0","0","1","1","1","0","1","0","0","0","1","1","0","0","1","1","0","0","0","0","1","0","1","0","9","15","5","22","10","11","4","21","19","2","12","13","14","16","23","7","6","24","1","8","3","17","18","20","NA"
"35","2021-07-16 15:55:31","2021-07-16 16:05:26","IP Address","100","594","True","2021-07-16 16:05:26","R_3KOYZcrUM9a3CH3","anonymous","DE","Ich stimme zu","Rechte Option","Rechte Option","3.362","3.362","4.528","1","Rechte Option","8.151","8.151","9.036","1","Linke Option","8.119","8.119","9.435","1","Linke Option","12.823","12.823","14.248","1","Linke Option","42.687","42.687","45.013","1","Rechte Option","9.9","9.9","12.9","1","Linke Option","18.212","18.212","20.208","1","Linke Option","11.553","11.553","14.027","1","Linke Option","15.638","15.638","21.031","1","Rechte Option","5.439","5.439","6.448","1","Linke Option","31.944","31.944","33.328","1","Linke Option","8.574","8.574","10.328","1","Linke Option","9.388","9.388","10.897","1","Linke Option","7.37","7.37","9.084","1","Linke Option","10.144","10.144","11.481","1","Rechte Option","6.773","6.773","10.238","1","Linke Option","6.982","6.982","9.105","1","Rechte Option","13.764","13.764","17.617","1","Linke Option","5.585","5.585","7.334","1","Linke Option","5.572","5.572","7.373","1","Rechte Option","12.711","12.711","14.358","1","Rechte Option","9.068","9.068","10.674","1","Rechte Option","5.182","5.182","6.678","1","Linke Option","12.049","12.049","13.336","1","weiblich","21","1","24","1","1","1","1","0","0","0","1","1","1","0","0","1","0","0","0","1","1","1","1","0","0","0","1","17","16","18","7","14","10","11","4","13","23","20","24","9","15","21","8","3","1","2","22","5","19","6","12","NA"
"36","2021-07-16 15:59:45","2021-07-16 16:05:39","IP Address","100","354","True","2021-07-16 16:05:40","R_1jDnfVd5szBUIWO","anonymous","DE","Ich stimme zu","Linke Option","Linke Option","3.804","3.804","5.076","1","Linke Option","3.137","3.137","4.369","1","Linke Option","4.644","4.644","5.785","1","Rechte Option","4.987","4.987","6.02","1","Rechte Option","8.719","8.719","9.9","1","Linke Option","8.464","8.464","10.275","1","Linke Option","2.979","2.979","4.074","1","Linke Option","2.766","2.766","4.078","1","Rechte Option","4.44","4.44","5.752","1","Linke Option","6.684","6.684","8.002","1","Rechte Option","2.737","2.737","4.014","1","Linke Option","8.371","13.068","14.284","2","Rechte Option","3.969","3.969","5.27","1","Rechte Option","11.384","11.384","12.649","1","Linke Option","4.841","4.841","6.151","1","Rechte Option","4.961","4.961","6.217","1","Rechte Option","2.501","2.501","3.879","1","Linke Option","2.737","2.737","3.855","1","Linke Option","4.41","4.41","5.719","1","Linke Option","18.256","18.256","19.464","1","Linke Option","8.554","8.554","10.265","1","Rechte Option","6.683","6.683","7.893","1","Rechte Option","2.182","3.253","4.996","2","Linke Option","7.487","7.487","8.868","1","männlich","28","0","24","1","0","0","1","1","0","0","1","1","0","1","0","1","0","1","1","1","1","1","0","0","1","0","0","21","13","18","19","1","2","14","16","3","11","23","9","4","7","12","5","24","20","15","10","6","8","22","17","NA"
"37","2021-07-16 16:09:13","2021-07-16 16:12:54","IP Address","100","221","True","2021-07-16 16:12:54","R_vYokmibyoqyRtYZ","anonymous","DE","Ich stimme zu","Linke Option","Linke Option","2.253","2.253","3.485","1","Rechte Option","2.518","2.518","4.101","1","Rechte Option","1.901","3.016","4.202","2","Rechte Option","2.118","2.118","3.197","1","Linke Option","2.542","2.542","3.86","1","Linke Option","2.185","2.185","3.528","1","Rechte Option","2.233","3.795","4.779","2","Rechte Option","2.199","2.199","3.366","1","Linke Option","3.119","3.119","4.938","1","Linke Option","2.148","2.148","3.344","1","Rechte Option","2.695","3.907","5.282","2","Rechte Option","2.933","2.933","4.759","1","Rechte Option","2.315","2.315","4.032","1","Linke Option","2.272","2.272","3.559","1","Rechte Option","4.595","5.646","7.243","2","Rechte Option","1.914","2.817","4.279","2","Rechte Option","2.756","3.646","5.061","2","Linke Option","3.232","3.232","4.737","1","Linke Option","2.232","2.232","3.579","1","Linke Option","2.117","2.117","3.382","1","Rechte Option","2.03","4.02","5.374","3","Rechte Option","2.949","2.949","4.112","1","Rechte Option","3.522","3.522","4.732","1","Linke Option","2.7","2.7","4.242","1","männlich","36","0","24","1","1","0","0","0","0","1","1","1","1","0","0","1","1","1","1","0","0","1","0","1","1","1","0","18","12","17","13","9","24","16","20","2","7","5","4","10","23","1","14","6","3","22","11","15","21","19","8","NA"
"38","2021-07-16 16:10:09","2021-07-16 16:16:04","IP Address","100","355","True","2021-07-16 16:16:04","R_dbWR0VWCq0WfmPn","anonymous","DE","Ich stimme zu","Linke Option","Rechte Option","3.123","3.123","4.024","1","Rechte Option","4.874","4.874","5.759","1","Rechte Option","2.801","2.801","4.035","1","Rechte Option","3.904","3.904","4.963","1","Linke Option","5.986","5.986","7.143","1","Linke Option","3.772","3.772","5.322","1","Linke Option","4.375","4.375","5.793","1","Rechte Option","3.277","3.277","4.829","1","Rechte Option","3.185","3.185","4.156","1","Rechte Option","2.378","2.378","3.78","1","Linke Option","2.428","2.428","3.685","1","Linke Option","3.753","3.753","4.953","1","Linke Option","2.341","2.341","3.65","1","Linke Option","2.863","2.863","3.973","1","Rechte Option","2.821","2.821","3.915","1","Rechte Option","2.758","2.758","3.614","1","Rechte Option","3.792","3.792","4.846","1","Linke Option","3.363","3.363","4.672","1","Rechte Option","2.671","2.671","3.748","1","Rechte Option","3.759","3.759","4.677","1","Rechte Option","3.545","3.545","4.83","1","Rechte Option","4.898","4.898","6.033","1","Rechte Option","4.151","4.151","5.085","1","Rechte Option","4.733","10.816","15.545","2","weiblich","23","0","24","0","1","1","0","0","1","0","1","0","1","0","1","0","0","1","1","1","0","1","1","0","1","0","0","19","24","5","12","2","7","4","11","9","23","17","6","18","16","20","22","21","13","14","15","3","10","8","1","NA"
"39","2021-07-16 15:56:59","2021-07-16 16:19:20","IP Address","100","1340","True","2021-07-16 16:19:20","R_274hadd5H04TlQI","anonymous","DE","Ich stimme zu","Linke Option","Rechte Option","6.187","6.187","7.348","1","Linke Option","7.453","7.453","8.876","1","Linke Option","6.228","6.228","7.653","1","Rechte Option","9.787","9.787","11.107","1","Rechte Option","7.223","7.223","8.602","1","Linke Option","8.058","8.058","9.792","1","Linke Option","7.784","7.784","9.111","1","Linke Option","5.6","5.6","7.06","1","Rechte Option","15.097","15.097","16.507","1","Linke Option","17.917","17.917","19.513","1","Linke Option","9.859","9.859","12.187","1","Linke Option","9.864","9.864","10.944","1","Rechte Option","7.968","7.968","9.278","1","Rechte Option","15.739","15.739","17.64","1","Linke Option","4.807","4.807","6.913","1","Rechte Option","7.54","7.54","8.71","1","Rechte Option","6.8","6.8","9.668","1","Rechte Option","13.721","13.721","15.548","1","Linke Option","6.411","6.411","8.298","1","Linke Option","11.425","11.425","13.096","1","Linke Option","6.93","6.93","8.529","1","Rechte Option","9.403","9.403","10.5","1","Linke Option","5.725","6.874","8.392","2","Linke Option","12.542","12.542","14.285","1","möchte ich nicht angeben","999","0","24","1","0","1","1","1","1","1","1","0","1","0","1","0","0","1","0","1","1","1","0","1","1","0","0","3","17","6","18","13","11","14","21","2","8","7","12","9","1","23","19","20","5","15","16","10","22","24","4","NA"
"40","2021-07-16 16:12:38","2021-07-16 16:19:43","IP Address","100","424","True","2021-07-16 16:19:43","R_Zb3ns7kN43Ql8Yh","anonymous","DE","Ich stimme zu","Rechte Option","Rechte Option","3.602","3.602","5.514","1","Linke Option","3.945","5.067","5.779","2","Linke Option","1.544","1.544","3.019","1","Linke Option","6.885","6.885","9.224","1","Linke Option","3.895","5.153","5.779","2","Linke Option","3.782","3.782","5.712","1","Linke Option","3.08","3.08","4.466","1","Rechte Option","8.161","8.161","9.477","1","Rechte Option","3.317","3.317","5.163","1","Rechte Option","4.949","4.949","5.761","1","Rechte Option","4.373","4.373","5.44","1","Linke Option","2.302","4.219","5.944","2","Linke Option","2.186","5.081","6.062","3","Rechte Option","5.694","5.694","8.295","1","Rechte Option","3.353","5.77","6.986","2","Linke Option","6.013","6.013","6.847","1","Rechte Option","5.021","5.021","5.775","1","Linke Option","4.971","4.971","6.498","1","Linke Option","8.052","8.052","9.732","1","Rechte Option","2.991","2.991","4.751","1","Linke Option","6.699","6.699","8.189","1","Linke Option","4.525","4.525","5.948","1","Rechte Option","3.332","3.332","5.588","1","Rechte Option","7.287","7.287","9.282","1","divers","22","0","24","0","1","0","1","0","0","1","0","0","0","0","0","1","1","1","1","1","1","0","0","0","1","0","0","15","16","22","5","14","21","8","9","11","3","10","2","4","13","18","24","6","12","7","17","19","20","23","1","NA"
"41","2021-07-16 16:16:43","2021-07-16 16:21:42","IP Address","100","298","True","2021-07-16 16:21:43","R_3CVGDNhweWqLVcM","anonymous","DE","Ich stimme zu","Rechte Option","Rechte Option","3.166","3.166","5.48","1","Linke Option","3.96","3.96","5.258","1","Rechte Option","4.28","4.28","5.511","1","Rechte Option","6.917","6.917","12.485","1","Linke Option","8.46","8.46","9.771","1","Linke Option","3.906","3.906","5.507","1","Linke Option","3.539","3.539","5.234","1","Linke Option","4.446","4.446","7.459","1","Rechte Option","4.381","4.381","6.56","1","Rechte Option","5.351","5.351","7.165","1","Rechte Option","3.752","3.752","4.775","1","Linke Option","4.851","4.851","6.49","1","Rechte Option","4.764","4.764","6.861","1","Rechte Option","3.861","3.861","4.856","1","Rechte Option","3.669","3.669","5.047","1","Linke Option","4.877","4.877","6.22","1","Rechte Option","3.739","3.739","4.722","1","Rechte Option","4.592","4.592","5.854","1","Linke Option","3.601","3.601","5.257","1","Rechte Option","4.932","4.932","5.816","1","Rechte Option","4.908","4.908","6.585","1","Linke Option","4.355","4.355","5.6","1","Rechte Option","3.152","3.152","4.434","1","Rechte Option","5.247","5.247","6.53","1","weiblich","22","1","24","1","0","1","0","0","0","1","0","0","0","0","1","0","0","1","0","1","1","1","0","1","1","0","1","17","24","5","1","16","23","13","3","2","4","8","19","11","6","18","10","9","12","7","22","14","20","15","21","NA"
"42","2021-07-16 16:21:13","2021-07-16 16:24:43","IP Address","100","210","True","2021-07-16 16:24:43","R_3G0UZzArjnkVLXQ","anonymous","DE","Ich stimme zu","Linke Option","Rechte Option","1.855","1.855","2.996","1","Linke Option","2.032","2.032","2.852","1","Rechte Option","1.707","1.707","2.396","1","Rechte Option","3.567","3.567","4.335","1","Linke Option","5.711","5.711","6.564","1","Rechte Option","1.816","1.816","3.076","1","Linke Option","3.877","3.877","5.824","1","Rechte Option","1.82","1.82","2.529","1","Linke Option","1.827","1.827","2.777","1","Rechte Option","2.155","2.155","3.286","1","Linke Option","1.852","1.852","2.519","1","Linke Option","2.132","2.132","2.91","1","Rechte Option","1.464","1.464","2.228","1","Rechte Option","1.572","2.855","4.262","2","Rechte Option","1.753","2.571","3.967","2","Rechte Option","1.918","1.918","2.842","1","Linke Option","1.968","1.968","2.674","1","Linke Option","1.624","1.624","2.398","1","Linke Option","1.664","1.664","2.487","1","Linke Option","3.901","3.901","10.484","1","Linke Option","2.14","2.14","2.84","1","Rechte Option","1.545","1.545","2.598","1","Rechte Option","1.453","1.453","2.188","1","Linke Option","1.76","1.76","2.763","1","weiblich","23","0","24","0","0","1","0","1","1","1","1","1","0","0","1","1","1","1","0","1","1","1","1","1","1","0","0","5","7","24","9","20","3","1","11","22","4","19","8","17","10","6","12","18","16","15","2","23","14","21","13","NA"
"43","2021-07-16 16:18:06","2021-07-16 16:25:29","IP Address","100","442","True","2021-07-16 16:25:29","R_1FQDVurvQUlZoNC","anonymous","DE","Ich stimme zu","Linke Option","Linke Option","2.849","2.849","4.684","1","Linke Option","3.715","3.715","4.72","1","Rechte Option","2.442","2.442","5.048","1","Linke Option","3.126","3.126","3.909","1","Linke Option","4.83","4.83","6.01","1","Linke Option","2.945","2.945","3.666","1","Linke Option","3.431","3.431","4.362","1","Rechte Option","5.02","5.02","6.214","1","Rechte Option","3.5","3.5","4.41","1","Rechte Option","3.671","10.599","10.855","3","Linke Option","7.304","7.304","10.162","1","Rechte Option","3.574","4.909","5.183","2","Rechte Option","5.706","7.3","12.499","2","Linke Option","8.669","10.824","12.234","2","Rechte Option","4.751","5.06","5.788","2","Linke Option","2.254","2.562","3.277","2","Linke Option","4","4.741","5.392","2","Rechte Option","3.655","3.655","4.241","1","Rechte Option","3.379","3.379","4.099","1","Rechte Option","4.618","4.618","5.332","1","Linke Option","5.351","5.351","6.317","1","Linke Option","5.002","5.766","6.022","2","Linke Option","5.365","5.365","6.683","1","Linke Option","4.77","4.77","5.569","1","männlich","26","0","24","0","0","1","1","1","0","1","0","0","0","0","0","0","1","1","1","0","1","0","0","0","0","1","0","11","18","21","12","24","13","9","8","19","17","23","7","1","20","15","10","16","3","14","4","5","6","2","22","NA"
"44","2021-07-16 16:22:38","2021-07-16 16:26:31","IP Address","100","233","True","2021-07-16 16:26:32","R_2VJzFKfDko3nL7M","anonymous","DE","Ich stimme zu","Linke Option","Rechte Option","2.609","2.609","3.834","1","Rechte Option","2.678","2.678","4.156","1","Linke Option","2.29","2.29","3.744","1","Linke Option","2.744","2.744","4.001","1","Linke Option","5.066","5.066","7.158","1","Linke Option","2.659","2.659","4.152","1","Rechte Option","2.539","2.539","3.757","1","Rechte Option","2.807","2.807","3.914","1","Linke Option","2.333","2.333","4.03","1","Rechte Option","2.148","2.148","3.375","1","Rechte Option","2.025","2.025","3.145","1","Linke Option","2.811","2.811","4.553","1","Linke Option","2.03","2.03","3.291","1","Rechte Option","3.224","3.224","4.409","1","Linke Option","3.818","3.818","5.734","1","Linke Option","2.511","2.511","3.776","1","Rechte Option","2.36","2.36","3.561","1","Rechte Option","2.333","2.333","3.553","1","Linke Option","2.737","2.737","3.812","1","Linke Option","2.536","3.979","4.75","2","Linke Option","2.151","2.151","3.315","1","Rechte Option","2.83","2.83","3.922","1","Linke Option","3.136","3.136","4.543","1","Rechte Option","2.823","2.823","4.117","1","männlich","24","0","24","1","0","0","1","0","1","0","0","1","0","0","1","0","0","0","0","0","1","1","1","0","0","1","0","4","16","6","21","1","8","18","2","20","24","11","12","17","22","3","15","5","19","23","13","10","9","7","14","NA"
"45","2021-07-16 16:14:52","2021-07-16 16:37:43","IP Address","100","1370","True","2021-07-16 16:37:43","R_33DoTU9MJR8o8Z6","anonymous","DE","Ich stimme zu","Linke Option","Linke Option","2.804","3.243","4.177","2","Linke Option","3.684","4.124","6.472","2","Rechte Option","7.589","8.699","9.896","2","Rechte Option","5.614","8.549","14.69","2","Rechte Option","7.53","8.473","9.017","3","Rechte Option","3.509","3.509","4.858","1","Rechte Option","5.229","5.229","10.219","1","Rechte Option","3.59","4.069","4.761","2","Linke Option","2.742","2.742","3.906","1","Linke Option","4.454","4.454","6.475","1","Linke Option","2.402","4.258","6.102","7","Rechte Option","4.145","4.145","5.235","1","Rechte Option","2.735","2.735","3.517","1","Linke Option","4.124","4.667","6.184","3","Linke Option","3.846","4.695","6.516","3","Linke Option","2.406","4.677","6.114","3","Linke Option","2.759","2.759","4.411","1","Rechte Option","2.678","3.526","4.77","3","Rechte Option","4.699","4.699","5.772","1","Linke Option","11.466","11.466","18.126","1","Rechte Option","2.5","6.788","7.768","2","Linke Option","2.55","2.55","3.516","1","Linke Option","5.463","5.709","6.444","2","Linke Option","6.057","7.432","8.38","4","männlich","29","0","24","1","0","1","0","0","0","1","0","0","0","1","1","0","1","0","0","1","1","0","0","0","1","1","0","10","14","20","7","17","3","1","13","16","22","23","15","9","12","2","6","11","18","5","24","8","4","21","19","NA"
"46","2021-07-16 16:29:24","2021-07-16 16:37:52","IP Address","100","507","True","2021-07-16 16:37:52","R_ZxlMqEbJPigwT6x","anonymous","DE","Ich stimme zu","Linke Option","Rechte Option","2.149","2.149","3.245","1","Rechte Option","4.84","4.936","6.058","2","Linke Option","3.015","3.015","4.583","1","Linke Option","1.987","1.987","4.283","1","Linke Option","3.897","4.009","10.417","2","Rechte Option","5.961","6.041","6.915","2","Linke Option","2.461","2.461","4.437","1","Linke Option","2.503","2.503","3.464","1","Rechte Option","5.323","5.323","9.973","1","Linke Option","6.414","6.414","8.213","1","Linke Option","2.853","2.853","12.253","1","Rechte Option","2.836","2.836","4.835","1","Linke Option","2.294","2.294","3.216","1","Linke Option","5.266","5.266","7.053","1","Linke Option","6.639","6.639","8.399","1","Linke Option","4.44","4.44","5.466","1","Rechte Option","58.651","58.651","59.33","1","Linke Option","5.007","5.007","7.216","1","Linke Option","15.064","15.064","16.426","1","Linke Option","2.777","2.777","3.791","1","Linke Option","4.899","4.899","6.807","1","Linke Option","4.004","4.004","5.318","1","Linke Option","5.395","5.395","9.083","1","Rechte Option","2.341","3.87","5.149","2","männlich","23","0","24","0","1","0","0","1","1","0","1","0","1","1","1","1","1","0","0","0","1","0","1","0","1","0","0","14","7","13","19","24","22","23","20","1","8","10","17","12","2","4","9","16","3","18","21","6","15","5","11","NA"
"47","2021-07-16 16:42:30","2021-07-16 16:49:25","IP Address","100","414","True","2021-07-16 16:49:25","R_3MSvXjI2IElpSWp","anonymous","DE","Ich stimme zu","Rechte Option","Rechte Option","4.221","4.221","5.411","1","Linke Option","4.866","4.866","7.079","1","Rechte Option","6.667","6.667","8.136","1","Linke Option","7.06","7.06","8.474","1","Rechte Option","6.682","6.682","8.172","1","Linke Option","4.284","4.284","5.84","1","Rechte Option","5.129","5.129","6.177","1","Rechte Option","8.554","8.554","9.842","1","Rechte Option","3.65","3.65","5.243","1","Rechte Option","6.994","6.994","8.169","1","Linke Option","5.952","5.952","8.147","1","Linke Option","4.216","4.216","8.207","1","Rechte Option","4.384","4.384","5.904","1","Linke Option","5.814","5.814","7.44","1","Rechte Option","9.987","9.987","14.968","1","Rechte Option","6.623","6.623","8.206","1","Linke Option","6.568","6.568","9.377","1","Linke Option","1.431","4.935","6.994","2","Rechte Option","9.53","9.53","12.387","1","Linke Option","5.945","5.945","7.599","1","Rechte Option","4.776","4.776","8.622","1","Rechte Option","6.155","6.155","7.903","1","Linke Option","5.815","5.815","7.449","1","Linke Option","4.556","7.647","9.357","4","weiblich","19","0","24","1","0","1","1","0","1","1","1","1","1","0","0","0","1","0","0","0","1","1","1","0","0","0","0","18","3","22","21","2","24","20","13","12","16","19","9","17","4","1","7","10","15","5","23","11","6","8","14","NA"
